Unnamed: 0,Period,Province,Quantity,Year,Month,Season,BigCity,Region,DolarS,Kid,Ratio,Interest,CPI(Year),CPI(Month),SalePrice
607,201709,ARTVİN,28,2017,9,fall,0,BS,3.4802,9472,57,0,112,65,3.563
608,201709,AYDIN,4465,2017,9,fall,1,AE,3.4802,69367,642,11,112,65,3.563
609,201709,AĞRI,1374,2017,9,fall,0,EA,3.4802,68997,1287,0,112,65,3.563
610,201709,BALIKESİR,5288,2017,9,fall,1,MA,3.4802,66540,552,8,112,65,3.563
611,201709,BARTIN,803,2017,9,fall,0,BS,3.4802,10425,539,0,112,65,3.563
612,201709,BATMAN,60,2017,9,fall,0,SE,3.4802,70143,1199,0,112,65,3.563
613,201709,BAYBURT,151,2017,9,fall,0,BS,3.4802,5618,699,0,112,65,3.563
614,201709,BOLU,1347,2017,9,fall,0,BS,3.4802,17749,585,0,112,65,3.563
615,201709,BURDUR,908,2017,9,fall,0,ME,3.4802,14799,559,0,112,65,3.563
616,201709,BURSA,9830,2017,9,fall,1,MA,3.4802,217846,742,8,112,65,3.563
617,201709,BİLECİK,1287,2017,9,fall,0,MA,3.4802,13784,622,100,112,65,3.563
618,201709,DENİZLİ,2567,2017,9,fall,1,AE,3.4802,68666,674,0,112,65,3.563
619,201709,DÜZCE,817,2017,9,fall,0,BS,3.4802,26556,703,0,112,65,3.563
620,201709,DİYARBAKIR,956,2017,9,fall,1,SE,3.4802,207199,1219,0,112,65,3.563
621,201709,EDİRNE,1193,2017,9,fall,0,MA,3.4802,20461,503,0,112,65,3.563
622,201709,ELAZIĞ,2225,2017,9,fall,0,EA,3.4802,43776,75,22,112,65,3.563
623,201709,ERZURUM,1918,2017,9,fall,1,EA,3.4802,68865,906,0,112,65,3.563
624,201709,ERZİNCAN,58,2017,9,fall,0,EA,3.4802,15698,678,0,112,65,3.563
625,201709,ESKİŞEHİR,3982,2017,9,fall,1,CE,3.4802,51910,603,20,112,65,3.563
626,201709,GAZİANTEP,2989,2017,9,fall,1,SE,3.4802,233308,1163,0,112,65,3.563
627,201709,GÜMÜŞHANE,51,2017,9,fall,0,BS,3.4802,10504,617,0,112,65,3.563
628,201709,GİRESUN,315,2017,9,fall,0,BS,3.4802,23179,53,0,112,65,3.563
629,201709,HAKKARİ,88,2017,9,fall,0,EA,3.4802,27241,988,0,112,65,3.563
630,201709,HATAY,1979,2017,9,fall,1,ME,3.4802,151636,963,9,112,65,3.563
631,201709,ISPARTA,516,2017,9,fall,0,ME,3.4802,26192,604,47,112,65,3.563
632,201709,IĞDIR,454,2017,9,fall,0,EA,3.4802,21022,1079,0,112,65,3.563
633,201709,KAHRAMANMARAŞ,322,2017,9,fall,1,ME,3.4802,107845,956,0,112,65,3.563
634,201709,KARABÜK,3871,2017,9,fall,0,BS,3.4802,12706,52,0,112,65,3.563
635,201709,KARAMAN,705,2017,9,fall,0,CE,3.4802,18668,757,0,112,65,3.563
636,201709,KARS,28,2017,9,fall,0,EA,3.4802,26904,935,0,112,65,3.563
637,201709,KASTAMONU,343,2017,9,fall,0,BS,3.4802,19634,527,0,112,65,3.563
638,201709,KAYSERİ,3162,2017,9,fall,1,CE,3.4802,111829,812,0,112,65,3.563
639,201709,KIRIKKALE,533,2017,9,fall,0,CE,3.4802,17154,615,41,112,65,3.563
640,201709,KIRKLARELİ,392,2017,9,fall,0,MA,3.4802,18525,52,0,112,65,3.563
641,201709,KIRŞEHİR,277,2017,9,fall,0,CE,3.4802,15433,658,0,112,65,3.563
642,201709,KOCAELİ,5060,2017,9,fall,1,MA,3.4802,155543,826,28,112,65,3.563
643,201709,KONYA,5950,2017,9,fall,1,CE,3.4802,177584,815,10,112,65,3.563
644,201709,KÜTAHYA,2840,2017,9,fall,0,AE,3.4802,33714,589,0,112,65,3.563
645,201709,KİLİS,1836,2017,9,fall,0,SE,3.4802,13812,1013,0,112,65,3.563
646,201709,MALATYA,947,2017,9,fall,1,EA,3.4802,59694,759,15,112,65,3.563
647,201709,MANİSA,7095,2017,9,fall,1,AE,3.4802,97081,687,0,112,65,3.563
648,201709,MUĞLA,1207,2017,9,fall,1,AE,3.4802,57227,61,0,112,65,3.563
649,201709,MUŞ,31,2017,9,fall,0,EA,3.4802,49481,1223,0,112,65,3.563
650,201709,NEVŞEHİR,359,2017,9,fall,0,CE,3.4802,20481,701,0,112,65,3.563
651,201709,NİĞDE,778,2017,9,fall,0,CE,3.4802,27856,79,45,112,65,3.563
652,201709,ORDU,2891,2017,9,fall,1,BS,3.4802,45828,617,22,112,65,3.563
653,201709,OSMANİYE,1052,2017,9,fall,0,ME,3.4802,46384,879,0,112,65,3.563
654,201709,RİZE,87,2017,9,fall,0,BS,3.4802,20567,621,0,112,65,3.563
655,201709,SAKARYA,2062,2017,9,fall,1,MA,3.4802,72680,734,10,112,65,3.563
656,201709,SAMSUN,4336,2017,9,fall,1,BS,3.4802,86870,662,20,112,65,3.563
657,201709,SİNOP,389,2017,9,fall,0,BS,3.4802,11383,549,0,112,65,3.563
658,201709,SİVAS,1734,2017,9,fall,0,CE,3.4802,43586,702,0,112,65,3.563
659,201709,SİİRT,21,2017,9,fall,0,SE,3.4802,39219,1209,0,112,65,3.563
660,201709,TEKİRDAĞ,1701,2017,9,fall,1,MA,3.4802,75359,749,0,112,65,3.563
661,201709,TOKAT,329,2017,9,fall,0,BS,3.4802,37598,624,0,112,65,3.563
662,201709,TRABZON,1254,2017,9,fall,1,BS,3.4802,51510,655,0,112,65,3.563
663,201709,UŞAK,461,2017,9,fall,0,AE,3.4802,23072,632,0,112,65,3.563
664,201709,VAN,456,2017,9,fall,1,EA,3.4802,135976,1228,0,112,65,3.563
665,201709,YALOVA,118,2017,9,fall,0,MA,3.4802,16860,671,0,112,65,3.563
666,201709,YOZGAT,1637,2017,9,fall,0,CE,3.4802,27932,667,0,112,65,3.563
667,201709,ZONGULDAK,2796,2017,9,fall,0,BS,3.4802,32828,55,19,112,65,3.563
668,201709,ÇANKIRI,101,2017,9,fall,0,CE,3.4802,11154,599,0,112,65,3.563
669,201709,ÇORUM,546,2017,9,fall,0,BS,3.4802,33922,642,0,112,65,3.563
670,201709,İSTANBUL,11170,2017,9,fall,1,MA,3.4802,1160092,772,18,112,65,3.563
671,201709,İZMİR,13053,2017,9,fall,1,AE,3.4802,275664,644,6,112,65,3.563
672,201709,ŞANLIURFA,2581,2017,9,fall,1,SE,3.4802,297423,1498,10,112,65,3.563
673,201709,ŞIRNAK,335,2017,9,fall,0,SE,3.4802,65703,1306,0,112,65,3.563
674,201710,ADANA,3889,2017,10,fall,1,ME,0.3679,190594,86,13,119,208,3.82
675,201710,ADIYAMAN,205,2017,10,fall,0,SE,0.3679,62631,1018,0,119,208,3.82
676,201710,AFYON,1415,2017,10,fall,0,AE,0.3679,52997,74,0,119,208,3.82
677,201710,AKSARAY,1581,2017,10,fall,0,CE,0.3679,33598,835,0,119,208,3.82
678,201710,AMASYA,694,2017,10,fall,0,BS,0.3679,19738,598,0,119,208,3.82
679,201710,ANKARA,5782,2017,10,fall,1,CE,0.3679,386902,711,12,119,208,3.82
680,201710,ANTALYA,6280,2017,10,fall,1,ME,0.3679,174812,739,17,119,208,3.82
681,201710,ARDAHAN,4,2017,10,fall,0,EA,0.3679,6931,714,0,119,208,3.82
682,201710,ARTVİN,23,2017,10,fall,0,BS,0.3679,9472,57,0,119,208,3.82
683,201710,AYDIN,3182,2017,10,fall,1,AE,0.3679,69367,642,15,119,208,3.82
684,201710,AĞRI,771,2017,10,fall,0,EA,0.3679,68997,1287,0,119,208,3.82
685,201710,BALIKESİR,5261,2017,10,fall,1,MA,0.3679,66540,552,16,119,208,3.82
686,201710,BARTIN,388,2017,10,fall,0,BS,0.3679,10425,539,0,119,208,3.82
687,201710,BATMAN,110,2017,10,fall,0,SE,0.3679,70143,1199,0,119,208,3.82
688,201710,BAYBURT,115,2017,10,fall,0,BS,0.3679,5618,699,0,119,208,3.82
689,201710,BOLU,1490,2017,10,fall,0,BS,0.3679,17749,585,100,119,208,3.82
690,201710,BURDUR,520,2017,10,fall,0,ME,0.3679,14799,559,0,119,208,3.82
691,201710,BURSA,4944,2017,10,fall,1,MA,0.3679,217846,742,13,119,208,3.82
692,201710,BİLECİK,593,2017,10,fall,0,MA,0.3679,13784,622,0,119,208,3.82
693,201710,DENİZLİ,3342,2017,10,fall,1,AE,0.3679,68666,674,0,119,208,3.82
694,201710,DÜZCE,838,2017,10,fall,0,BS,0.3679,26556,703,0,119,208,3.82
695,201710,DİYARBAKIR,754,2017,10,fall,1,SE,0.3679,207199,1219,0,119,208,3.82
696,201710,EDİRNE,1062,2017,10,fall,0,MA,0.3679,20461,503,0,119,208,3.82
697,201710,ELAZIĞ,2411,2017,10,fall,0,EA,0.3679,43776,75,0,119,208,3.82
698,201710,ERZURUM,1922,2017,10,fall,1,EA,0.3679,68865,906,0,119,208,3.82
699,201710,ERZİNCAN,41,2017,10,fall,0,EA,0.3679,15698,678,0,119,208,3.82
700,201710,ESKİŞEHİR,4729,2017,10,fall,1,CE,0.3679,51910,603,30,119,208,3.82
701,201710,GAZİANTEP,2353,2017,10,fall,1,SE,0.3679,233308,1163,9,119,208,3.82
702,201710,GÜMÜŞHANE,29,2017,10,fall,0,BS,0.3679,10504,617,0,119,208,3.82
703,201710,GİRESUN,354,2017,10,fall,0,BS,0.3679,23179,53,51,119,208,3.82
704,201710,HAKKARİ,46,2017,10,fall,0,EA,0.3679,27241,988,0,119,208,3.82
705,201710,HATAY,2261,2017,10,fall,1,ME,0.3679,151636,963,0,119,208,3.82
706,201710,ISPARTA,491,2017,10,fall,0,ME,0.3679,26192,604,0,119,208,3.82
707,201710,IĞDIR,576,2017,10,fall,0,EA,0.3679,21022,1079,0,119,208,3.82
708,201710,KAHRAMANMARAŞ,296,2017,10,fall,1,ME,0.3679,107845,956,25,119,208,3.82
709,201710,KARABÜK,915,2017,10,fall,0,BS,0.3679,12706,52,54,119,208,3.82
710,201710,KARAMAN,408,2017,10,fall,0,CE,0.3679,18668,757,77,119,208,3.82
711,201710,KARS,53,2017,10,fall,0,EA,0.3679,26904,935,0,119,208,3.82
712,201710,KASTAMONU,660,2017,10,fall,0,BS,0.3679,19634,527,0,119,208,3.82
713,201710,KAYSERİ,2006,2017,10,fall,1,CE,0.3679,111829,812,0,119,208,3.82
714,201710,KIRIKKALE,1472,2017,10,fall,0,CE,0.3679,17154,615,66,119,208,3.82
715,201710,KIRKLARELİ,324,2017,10,fall,0,MA,0.3679,18525,52,0,119,208,3.82
716,201710,KIRŞEHİR,265,2017,10,fall,0,CE,0.3679,15433,658,0,119,208,3.82
717,201710,KOCAELİ,3174,2017,10,fall,1,MA,0.3679,155543,826,39,119,208,3.82
718,201710,KONYA,4061,2017,10,fall,1,CE,0.3679,177584,815,17,119,208,3.82
719,201710,KÜTAHYA,2389,2017,10,fall,0,AE,0.3679,33714,589,0,119,208,3.82
720,201710,KİLİS,736,2017,10,fall,0,SE,0.3679,13812,1013,0,119,208,3.82
721,201710,MALATYA,1203,2017,10,fall,1,EA,0.3679,59694,759,53,119,208,3.82
722,201710,MANİSA,6461,2017,10,fall,1,AE,0.3679,97081,687,0,119,208,3.82
723,201710,MUĞLA,1228,2017,10,fall,1,AE,0.3679,57227,61,14,119,208,3.82
724,201710,MUŞ,26,2017,10,fall,0,EA,0.3679,49481,1223,0,119,208,3.82
725,201710,NEVŞEHİR,400,2017,10,fall,0,CE,0.3679,20481,701,0,119,208,3.82
726,201710,NİĞDE,611,2017,10,fall,0,CE,0.3679,27856,79,0,119,208,3.82
727,201710,ORDU,1958,2017,10,fall,1,BS,0.3679,45828,617,0,119,208,3.82
728,201710,OSMANİYE,822,2017,10,fall,0,ME,0.3679,46384,879,0,119,208,3.82
729,201710,RİZE,118,2017,10,fall,0,BS,0.3679,20567,621,0,119,208,3.82
730,201710,SAKARYA,2328,2017,10,fall,1,MA,0.3679,72680,734,33,119,208,3.82
731,201710,SAMSUN,3923,2017,10,fall,1,BS,0.3679,86870,662,0,119,208,3.82
732,201710,SİNOP,227,2017,10,fall,0,BS,0.3679,11383,549,0,119,208,3.82
733,201710,SİVAS,1488,2017,10,fall,0,CE,0.3679,43586,702,0,119,208,3.82
734,201710,SİİRT,3,2017,10,fall,0,SE,0.3679,39219,1209,0,119,208,3.82
735,201710,TEKİRDAĞ,1417,2017,10,fall,1,MA,0.3679,75359,749,0,119,208,3.82
736,201710,TOKAT,393,2017,10,fall,0,BS,0.3679,37598,624,43,119,208,3.82
737,201710,TRABZON,1312,2017,10,fall,1,BS,0.3679,51510,655,0,119,208,3.82
738,201710,UŞAK,427,2017,10,fall,0,AE,0.3679,23072,632,0,119,208,3.82
739,201710,VAN,839,2017,10,fall,1,EA,0.3679,135976,1228,36,119,208,3.82
740,201710,YALOVA,86,2017,10,fall,0,MA,0.3679,16860,671,0,119,208,3.82
741,201710,YOZGAT,990,2017,10,fall,0,CE,0.3679,27932,667,0,119,208,3.82
742,201710,ZONGULDAK,1813,2017,10,fall,0,BS,0.3679,32828,55,30,119,208,3.82
743,201710,ÇANKIRI,345,2017,10,fall,0,CE,0.3679,11154,599,0,119,208,3.82
744,201710,ÇORUM,779,2017,10,fall,0,BS,0.3679,33922,642,0,119,208,3.82
745,201710,İSTANBUL,9525,2017,10,fall,1,MA,0.3679,1160092,772,33,119,208,3.82
746,201710,İZMİR,6909,2017,10,fall,1,AE,0.3679,275664,644,12,119,208,3.82
747,201710,ŞANLIURFA,1014,2017,10,fall,1,SE,0.3679,297423,1498,16,119,208,3.82
748,201710,ŞIRNAK,278,2017,10,fall,0,SE,0.3679,65703,1306,0,119,208,3.82
749,201711,ADANA,3781,2017,11,fall,1,ME,3.8935,190594,86,3,1298,149,3.472
750,201711,ADIYAMAN,364,2017,11,fall,0,SE,3.8935,62631,1018,0,1298,149,3.472
751,201711,AFYON,1064,2017,11,fall,0,AE,3.8935,52997,74,0,1298,149,3.472
752,201711,AKSARAY,1270,2017,11,fall,0,CE,3.8935,33598,835,0,1298,149,3.472
753,201711,AMASYA,461,2017,11,fall,0,BS,3.8935,19738,598,0,1298,149,3.472
754,201711,ANKARA,6364,2017,11,fall,1,CE,3.8935,386902,711,11,1298,149,3.472
755,201711,ANTALYA,7927,2017,11,fall,1,ME,3.8935,174812,739,3,1298,149,3.472
756,201711,ARDAHAN,21,2017,11,fall,0,EA,3.8935,6931,714,0,1298,149,3.472
757,201711,ARTVİN,17,2017,11,fall,0,BS,3.8935,9472,57,0,1298,149,3.472
758,201711,AYDIN,2986,2017,11,fall,1,AE,3.8935,69367,642,23,1298,149,3.472
759,201711,AĞRI,688,2017,11,fall,0,EA,3.8935,68997,1287,0,1298,149,3.472
760,201711,BALIKESİR,6394,2017,11,fall,1,MA,3.8935,66540,552,10,1298,149,3.472
761,201711,BARTIN,686,2017,11,fall,0,BS,3.8935,10425,539,0,1298,149,3.472
762,201711,BATMAN,61,2017,11,fall,0,SE,3.8935,70143,1199,0,1298,149,3.472
763,201711,BAYBURT,56,2017,11,fall,0,BS,3.8935,5618,699,0,1298,149,3.472
764,201711,BOLU,1508,2017,11,fall,0,BS,3.8935,17749,585,33,1298,149,3.472
765,201711,BURDUR,1123,2017,11,fall,0,ME,3.8935,14799,559,0,1298,149,3.472
766,201711,BURSA,5176,2017,11,fall,1,MA,3.8935,217846,742,6,1298,149,3.472
767,201711,BİLECİK,629,2017,11,fall,0,MA,3.8935,13784,622,100,1298,149,3.472
768,201711,DENİZLİ,2078,2017,11,fall,1,AE,3.8935,68666,674,10,1298,149,3.472
769,201711,DÜZCE,533,2017,11,fall,0,BS,3.8935,26556,703,32,1298,149,3.472
770,201711,DİYARBAKIR,983,2017,11,fall,1,SE,3.8935,207199,1219,0,1298,149,3.472
771,201711,EDİRNE,1016,2017,11,fall,0,MA,3.8935,20461,503,26,1298,149,3.472
772,201711,ELAZIĞ,2508,2017,11,fall,0,EA,3.8935,43776,75,22,1298,149,3.472
773,201711,ERZURUM,1173,2017,11,fall,1,EA,3.8935,68865,906,0,1298,149,3.472
774,201711,ERZİNCAN,33,2017,11,fall,0,EA,3.8935,15698,678,0,1298,149,3.472
775,201711,ESKİŞEHİR,4034,2017,11,fall,1,CE,3.8935,51910,603,19,1298,149,3.472
776,201711,GAZİANTEP,1965,2017,11,fall,1,SE,3.8935,233308,1163,6,1298,149,3.472
777,201711,GÜMÜŞHANE,27,2017,11,fall,0,BS,3.8935,10504,617,0,1298,149,3.472
778,201711,GİRESUN,310,2017,11,fall,0,BS,3.8935,23179,53,0,1298,149,3.472
779,201711,HAKKARİ,40,2017,11,fall,0,EA,3.8935,27241,988,0,1298,149,3.472
780,201711,HATAY,2117,2017,11,fall,1,ME,3.8935,151636,963,10,1298,149,3.472
781,201711,ISPARTA,418,2017,11,fall,0,ME,3.8935,26192,604,0,1298,149,3.472
782,201711,IĞDIR,493,2017,11,fall,0,EA,3.8935,21022,1079,0,1298,149,3.472
783,201711,KAHRAMANMARAŞ,286,2017,11,fall,1,ME,3.8935,107845,956,0,1298,149,3.472
784,201711,KARABÜK,1590,2017,11,fall,0,BS,3.8935,12706,52,0,1298,149,3.472
785,201711,KARAMAN,317,2017,11,fall,0,CE,3.8935,18668,757,0,1298,149,3.472
786,201711,KARS,31,2017,11,fall,0,EA,3.8935,26904,935,0,1298,149,3.472
787,201711,KASTAMONU,323,2017,11,fall,0,BS,3.8935,19634,527,0,1298,149,3.472
788,201711,KAYSERİ,2720,2017,11,fall,1,CE,3.8935,111829,812,8,1298,149,3.472
789,201711,KIRIKKALE,1170,2017,11,fall,0,CE,3.8935,17154,615,62,1298,149,3.472
790,201711,KIRKLARELİ,271,2017,11,fall,0,MA,3.8935,18525,52,42,1298,149,3.472
791,201711,KIRŞEHİR,270,2017,11,fall,0,CE,3.8935,15433,658,0,1298,149,3.472
792,201711,KOCAELİ,3234,2017,11,fall,1,MA,3.8935,155543,826,5,1298,149,3.472
793,201711,KONYA,3668,2017,11,fall,1,CE,3.8935,177584,815,5,1298,149,3.472
794,201711,KÜTAHYA,2284,2017,11,fall,0,AE,3.8935,33714,589,0,1298,149,3.472
795,201711,KİLİS,988,2017,11,fall,0,SE,3.8935,13812,1013,0,1298,149,3.472
796,201711,MALATYA,945,2017,11,fall,1,EA,3.8935,59694,759,17,1298,149,3.472
797,201711,MANİSA,6255,2017,11,fall,1,AE,3.8935,97081,687,0,1298,149,3.472
798,201711,MUĞLA,1141,2017,11,fall,1,AE,3.8935,57227,61,22,1298,149,3.472
799,201711,MUŞ,15,2017,11,fall,0,EA,3.8935,49481,1223,0,1298,149,3.472
800,201711,NEVŞEHİR,504,2017,11,fall,0,CE,3.8935,20481,701,0,1298,149,3.472
801,201711,NİĞDE,642,2017,11,fall,0,CE,3.8935,27856,79,0,1298,149,3.472
802,201711,ORDU,1623,2017,11,fall,1,BS,3.8935,45828,617,0,1298,149,3.472
803,201711,OSMANİYE,794,2017,11,fall,0,ME,3.8935,46384,879,36,1298,149,3.472
804,201711,RİZE,84,2017,11,fall,0,BS,3.8935,20567,621,0,1298,149,3.472
805,201711,SAKARYA,2058,2017,11,fall,1,MA,3.8935,72680,734,0,1298,149,3.472
806,201711,SAMSUN,3566,2017,11,fall,1,BS,3.8935,86870,662,0,1298,149,3.472
807,201711,SİNOP,205,2017,11,fall,0,BS,3.8935,11383,549,0,1298,149,3.472
808,201711,SİVAS,1076,2017,11,fall,0,CE,3.8935,43586,702,0,1298,149,3.472
809,201711,SİİRT,17,2017,11,fall,0,SE,3.8935,39219,1209,0,1298,149,3.472
810,201711,TEKİRDAĞ,1490,2017,11,fall,1,MA,3.8935,75359,749,0,1298,149,3.472
811,201711,TOKAT,302,2017,11,fall,0,BS,3.8935,37598,624,28,1298,149,3.472
812,201711,TRABZON,1249,2017,11,fall,1,BS,3.8935,51510,655,0,1298,149,3.472
813,201711,UŞAK,428,2017,11,fall,0,AE,3.8935,23072,632,0,1298,149,3.472
814,201711,VAN,951,2017,11,fall,1,EA,3.8935,135976,1228,0,1298,149,3.472
815,201711,YALOVA,108,2017,11,fall,0,MA,3.8935,16860,671,76,1298,149,3.472
816,201711,YOZGAT,718,2017,11,fall,0,CE,3.8935,27932,667,43,1298,149,3.472
817,201711,ZONGULDAK,2603,2017,11,fall,0,BS,3.8935,32828,55,0,1298,149,3.472
818,201711,ÇANKIRI,145,2017,11,fall,0,CE,3.8935,11154,599,0,1298,149,3.472
819,201711,ÇORUM,721,2017,11,fall,0,BS,3.8935,33922,642,0,1298,149,3.472
820,201711,İSTANBUL,9100,2017,11,fall,1,MA,3.8935,1160092,772,21,1298,149,3.472
821,201711,İZMİR,10760,2017,11,fall,1,AE,3.8935,275664,644,13,1298,149,3.472
822,201711,ŞANLIURFA,705,2017,11,fall,1,SE,3.8935,297423,1498,0,1298,149,3.472
823,201711,ŞIRNAK,465,2017,11,fall,0,SE,3.8935,65703,1306,0,1298,149,3.472
824,201712,ADANA,4283,2017,12,winter,1,ME,3.7787,190594,86,8,1192,69,3.655
825,201712,ADIYAMAN,527,2017,12,winter,0,SE,3.7787,62631,1018,0,1192,69,3.655
826,201712,AFYON,933,2017,12,winter,0,AE,3.7787,52997,74,0,1192,69,3.655
827,201712,AKSARAY,844,2017,12,winter,0,CE,3.7787,33598,835,0,1192,69,3.655
828,201712,AMASYA,859,2017,12,winter,0,BS,3.7787,19738,598,0,1192,69,3.655
829,201712,ANKARA,8846,2017,12,winter,1,CE,3.7787,386902,711,16,1192,69,3.655
830,201712,ANTALYA,6488,2017,12,winter,1,ME,3.7787,174812,739,4,1192,69,3.655
831,201712,ARTVİN,32,2017,12,winter,0,BS,3.7787,9472,57,0,1192,69,3.655
832,201712,AYDIN,2991,2017,12,winter,1,AE,3.7787,69367,642,30,1192,69,3.655
833,201712,AĞRI,1040,2017,12,winter,0,EA,3.7787,68997,1287,0,1192,69,3.655
834,201712,BALIKESİR,4666,2017,12,winter,1,MA,3.7787,66540,552,14,1192,69,3.655
835,201712,BARTIN,434,2017,12,winter,0,BS,3.7787,10425,539,0,1192,69,3.655
836,201712,BATMAN,78,2017,12,winter,0,SE,3.7787,70143,1199,0,1192,69,3.655
837,201712,BAYBURT,73,2017,12,winter,0,BS,3.7787,5618,699,0,1192,69,3.655
838,201712,BOLU,750,2017,12,winter,0,BS,3.7787,17749,585,45,1192,69,3.655
839,201712,BURDUR,900,2017,12,winter,0,ME,3.7787,14799,559,0,1192,69,3.655
840,201712,BURSA,7693,2017,12,winter,1,MA,3.7787,217846,742,27,1192,69,3.655
841,201712,BİLECİK,976,2017,12,winter,0,MA,3.7787,13784,622,63,1192,69,3.655
842,201712,DENİZLİ,1904,2017,12,winter,1,AE,3.7787,68666,674,14,1192,69,3.655
843,201712,DÜZCE,674,2017,12,winter,0,BS,3.7787,26556,703,0,1192,69,3.655
844,201712,DİYARBAKIR,845,2017,12,winter,1,SE,3.7787,207199,1219,17,1192,69,3.655
845,201712,EDİRNE,1046,2017,12,winter,0,MA,3.7787,20461,503,0,1192,69,3.655
846,201712,ELAZIĞ,1420,2017,12,winter,0,EA,3.7787,43776,75,28,1192,69,3.655
847,201712,ERZURUM,1270,2017,12,winter,1,EA,3.7787,68865,906,0,1192,69,3.655
848,201712,ERZİNCAN,11,2017,12,winter,0,EA,3.7787,15698,678,0,1192,69,3.655
849,201712,ESKİŞEHİR,3625,2017,12,winter,1,CE,3.7787,51910,603,37,1192,69,3.655
850,201712,GAZİANTEP,1813,2017,12,winter,1,SE,3.7787,233308,1163,0,1192,69,3.655
851,201712,GÜMÜŞHANE,-1,2017,12,winter,0,BS,3.7787,10504,617,0,1192,69,3.655
852,201712,GİRESUN,209,2017,12,winter,0,BS,3.7787,23179,53,0,1192,69,3.655
853,201712,HAKKARİ,25,2017,12,winter,0,EA,3.7787,27241,988,0,1192,69,3.655
854,201712,HATAY,3844,2017,12,winter,1,ME,3.7787,151636,963,0,1192,69,3.655
855,201712,ISPARTA,548,2017,12,winter,0,ME,3.7787,26192,604,28,1192,69,3.655
856,201712,IĞDIR,540,2017,12,winter,0,EA,3.7787,21022,1079,0,1192,69,3.655
857,201712,KAHRAMANMARAŞ,273,2017,12,winter,1,ME,3.7787,107845,956,0,1192,69,3.655
858,201712,KARABÜK,1110,2017,12,winter,0,BS,3.7787,12706,52,0,1192,69,3.655
859,201712,KARAMAN,243,2017,12,winter,0,CE,3.7787,18668,757,0,1192,69,3.655
860,201712,KARS,27,2017,12,winter,0,EA,3.7787,26904,935,0,1192,69,3.655
861,201712,KASTAMONU,320,2017,12,winter,0,BS,3.7787,19634,527,48,1192,69,3.655
862,201712,KAYSERİ,2736,2017,12,winter,1,CE,3.7787,111829,812,10,1192,69,3.655
863,201712,KIRIKKALE,1183,2017,12,winter,0,CE,3.7787,17154,615,41,1192,69,3.655
864,201712,KIRKLARELİ,389,2017,12,winter,0,MA,3.7787,18525,52,0,1192,69,3.655
865,201712,KIRŞEHİR,424,2017,12,winter,0,CE,3.7787,15433,658,0,1192,69,3.655
866,201712,KOCAELİ,3337,2017,12,winter,1,MA,3.7787,155543,826,62,1192,69,3.655
867,201712,KONYA,4321,2017,12,winter,1,CE,3.7787,177584,815,13,1192,69,3.655
868,201712,KÜTAHYA,2116,2017,12,winter,0,AE,3.7787,33714,589,29,1192,69,3.655
869,201712,KİLİS,393,2017,12,winter,0,SE,3.7787,13812,1013,0,1192,69,3.655
870,201712,MALATYA,1094,2017,12,winter,1,EA,3.7787,59694,759,0,1192,69,3.655
871,201712,MANİSA,6556,2017,12,winter,1,AE,3.7787,97081,687,0,1192,69,3.655
872,201712,MUĞLA,1343,2017,12,winter,1,AE,3.7787,57227,61,0,1192,69,3.655
873,201712,MUŞ,22,2017,12,winter,0,EA,3.7787,49481,1223,0,1192,69,3.655
874,201712,NEVŞEHİR,373,2017,12,winter,0,CE,3.7787,20481,701,53,1192,69,3.655
875,201712,NİĞDE,413,2017,12,winter,0,CE,3.7787,27856,79,0,1192,69,3.655
876,201712,ORDU,2022,2017,12,winter,1,BS,3.7787,45828,617,0,1192,69,3.655
877,201712,OSMANİYE,1078,2017,12,winter,0,ME,3.7787,46384,879,0,1192,69,3.655
878,201712,RİZE,61,2017,12,winter,0,BS,3.7787,20567,621,0,1192,69,3.655
879,201712,SAKARYA,2145,2017,12,winter,1,MA,3.7787,72680,734,27,1192,69,3.655
880,201712,SAMSUN,4008,2017,12,winter,1,BS,3.7787,86870,662,10,1192,69,3.655
881,201712,SİNOP,129,2017,12,winter,0,BS,3.7787,11383,549,0,1192,69,3.655
882,201712,SİVAS,1206,2017,12,winter,0,CE,3.7787,43586,702,0,1192,69,3.655
883,201712,SİİRT,13,2017,12,winter,0,SE,3.7787,39219,1209,0,1192,69,3.655
884,201712,TEKİRDAĞ,1369,2017,12,winter,1,MA,3.7787,75359,749,16,1192,69,3.655
885,201712,TOKAT,255,2017,12,winter,0,BS,3.7787,37598,624,0,1192,69,3.655
886,201712,TRABZON,1376,2017,12,winter,1,BS,3.7787,51510,655,21,1192,69,3.655
887,201712,UŞAK,435,2017,12,winter,0,AE,3.7787,23072,632,0,1192,69,3.655
888,201712,VAN,874,2017,12,winter,1,EA,3.7787,135976,1228,0,1192,69,3.655
889,201712,YALOVA,140,2017,12,winter,0,MA,3.7787,16860,671,100,1192,69,3.655
890,201712,YOZGAT,735,2017,12,winter,0,CE,3.7787,27932,667,0,1192,69,3.655
891,201712,ZONGULDAK,2645,2017,12,winter,0,BS,3.7787,32828,55,0,1192,69,3.655
892,201712,ÇANKIRI,33,2017,12,winter,0,CE,3.7787,11154,599,0,1192,69,3.655
893,201712,ÇORUM,516,2017,12,winter,0,BS,3.7787,33922,642,0,1192,69,3.655
